alpha,beta,sigsqr,mu0,usqr,wsqr,ximean,xisig,corr
-5.286132378175415,0.15714503327219848,0.2178169297035727,1.5881353744201336,0.033479422840229714,0.08416553037852521,1.6927331241900294,0.37830827925028687,0.12635883660656225
-5.08056509123954,0.03522398736075791,0.19100585892603697,1.6744753946817683,0.03382550585002673,0.05003102582216943,1.7316405270114812,0.33346658782383193,0.02686647585563059
-5.059487358598108,-0.05062767142895025,0.2694442589807102,1.695753932743184,0.10534366461838231,0.059740029393193034,1.7233279076776769,0.38030720259553885,-0.03706717394335793
-5.142465541570152,0.04829456163875026,0.17388932319624137,1.7314896771232546,0.12181107977109104,0.03601142594254411,1.7444599008783852,0.3348419870182705,0.038750326809933566
-4.484430503980787,-0.24462746165465968,0.23983154841714685,1.7178596642185906,0.036264776746760416,0.023923663445668465,1.6819846303948127,0.31925519478577946,-0.1574840585724747
-4.630645344543054,-0.24000130749446438,0.15524329455882704,1.467039613309928,0.08655275016643302,0.038964248246954436,1.6644122560233878,0.3290722450280282,-0.1965370527308632
-4.853789645004063,-0.07876133634066398,0.19018524549053895,1.6098786408791856,0.042604390432743076,0.006906972246480547,1.67673608270101,0.3212620632983132,-0.05792343767554759
-5.2388640250930205,0.13163557497608652,0.2653577151137272,1.6752160159923257,0.014172844550212772,0.05530737922256912,1.6778981037134446,0.3669207928229823,0.0933531649972168
-5.010775785747834,0.012800934576743667,0.2038136409292534,1.714350873152021,0.12957677141121687,0.031800108653107874,1.779626929476633,0.34281602036908804,0.009719986164270838
-5.464547447977126,0.22717789513489622,0.2559814832330858,1.6307240998288504,0.03480616279497552,0.010114154452116247,1.725412444135464,0.3446827928824969,0.15294713772897153
-4.931816562853278,-0.03631668779648746,0.1814839928884232,1.5005854955083535,0.1113124433786353,0.024012439919393398,1.6834260840727602,0.3501423164505624,-0.029835841037742037
-4.671165575127789,-0.24109908748643663,0.20194932557508005,1.3646648793020977,0.02337531628673434,0.016479337417885084,1.6614833151921584,0.340005791795982,-0.17945380211476894
-4.597765888376678,-0.24435619746326212,0.20074925278060488,1.6173848236971162,0.014440103670760316,0.042822940797890764,1.6215090454094678,0.33365664420317837,-0.17902857427532537
-5.032659008707505,-0.07445069766307144,0.2661320117671712,1.508033445550403,0.10958213741641205,0.04616789611628095,1.6301598689684735,0.3360742531258522,-0.048444584846194086
-5.171369825120635,0.08408519266266626,0.2761415535904648,1.629832620056851,0.03631497861146666,0.02036344280163056,1.7993791565120039,0.3353562899025908,0.053584072346490846
-4.477411880505142,-0.29443569915180934,0.20892477190012773,1.6590768961505546,0.0245286143723347,0.034069347325695054,1.690063304036689,0.43479351693781226,-0.2696993207956364
-4.782513630136004,-0.13071865609511837,0.2641401152947595,1.5618176941217705,0.04323651810521989,0.04927088110439612,1.6632557271312804,0.28389493760016477,-0.07201928667094075
-5.157179681934294,0.023292201753386782,0.24817417518071733,1.5281160861077594,0.08778908742352756,0.15488517391220682,1.7232953114409313,0.35876881618378675,0.01677203827644342
-4.977814053492306,-0.10198701576327784,0.21476718548633023,1.7639242390218437,0.027932540367317526,0.12303026331988874,1.7990924131789554,0.3483081824367442,-0.07642799567577511
-4.515476246088157,-0.29115589434544575,0.3594763016020884,1.8880367186735367,0.06521475234286124,0.11000650096826184,1.7176831282838387,0.3448560335231038,-0.16516659096106664
-4.26431877979587,-0.5014494028702001,0.3471473513397436,1.762977706508529,0.03701305594771184,0.06623046284521532,1.7221916302999545,0.42685214586628306,-0.34145150330164215
-4.777058147094568,-0.12586399241563617,0.1962027816846147,1.7118494444926253,0.058557939697236855,0.09806102553042462,1.8135558277629964,0.3687834019058668,-0.10421945549376833
-4.904014619459247,-0.06212770371890607,0.24869991607156527,1.6285829921526973,0.05369702060248019,0.13535712023220367,1.76888967323787,0.37115831528039567,-0.046189462265991466
-4.60377657846643,-0.2485327573299806,0.18181684123280992,1.6452619284667132,0.030555433437851668,0.07399033497210737,1.6804617518750318,0.3618828360936751,-0.20638697353956156
-4.390663723928136,-0.3698635130057558,0.19993183837217157,1.616104260336163,0.037546747754119404,0.03926480144390542,1.612589502544101,0.33441046025162535,-0.2666059384050995
-5.096412780733514,0.0011077098737209828,0.2311333040675123,1.5802687339853667,0.012427757988223547,0.07880787662003265,1.7045304681524667,0.3766564257919021,0.0008678406333358915
-4.583066203106294,-0.21898119672091343,0.253362502602665,1.6146702242618536,0.020096323171086394,0.06866192718952596,1.667403093768236,0.35572947075184674,-0.15293823070904736
-4.672874928189926,-0.19729145448332147,0.22535578813826024,1.539042056343404,0.02751776185706797,0.17228950693776826,1.6893921264403238,0.2965215034605909,-0.12230865028808206
-4.717052117349761,-0.20282462031431714,0.1779782804154427,1.613209122287853,0.05861414348535403,0.14369653138968888,1.7684667141717807,0.4002193566782956,-0.1889474708845513
-4.600333575808269,-0.27467391661516244,0.18757580811858737,1.6719941050580762,0.0517495634003692,0.3079674417387896,1.773890981219174,0.35848950171303823,-0.22169784397335002
-4.683694359236482,-0.20901857085963607,0.21836774571463963,1.8677843623980903,0.10980515140304982,0.321032179266683,1.7767727328717933,0.4291873371082919,-0.188529317332321
-4.861332447496994,-0.18095303983548033,0.3069218497518057,1.8804617306511955,0.07651764757694157,0.46037183327485576,1.740529038722008,0.4877488508430113,-0.15732790277311287
-4.828966601667422,-0.13853238972184947,0.20926504355026318,1.9279881428314771,0.09539587920999255,0.07684064380171687,1.6559678959940636,0.36909436336693446,-0.11108215422417576
-5.3193241033362595,0.13114188844937882,0.21540710065523272,1.8095141062769764,0.017063845890376912,0.04017091776508764,1.7637533699665513,0.40793183950499573,0.11450724959607587
-4.913003369985947,-0.06190208808217689,0.30548086753488823,1.6788461851728875,0.016838455999606355,0.06735808718124127,1.6945928289441994,0.35816155962707846,-0.04008142300028266
-4.440677893835907,-0.41273705565482083,0.3042855115105557,1.6851542567344058,0.009642608414235428,0.020966093780508364,1.7803950066978182,0.3837634133791329,-0.2759893919522953
-4.611878541020379,-0.26366734856403734,0.24871142823771678,1.7600490636100803,0.008534363253326393,0.019680555184381457,1.752179941847032,0.33323314378254226,-0.17350781485614128
-4.893343058893052,-0.08111055395634832,0.1824005140700602,1.6704799569751139,0.018616036541242036,0.0737230544376784,1.7486455137187151,0.31123507860391153,-0.05900591070355583
-4.556728077160954,-0.2879454985087168,0.18821491518822872,1.5407522095290271,0.10062193195641306,0.426266769052375,1.6795294606682791,0.4041880257367069,-0.259105128592578
-4.947977451244022,-0.03795461387440345,0.23857504844315308,1.6223165843576968,0.07899220742932726,0.043579980179162335,1.660584385994114,0.4433493738506539,-0.03443028344116137
-5.184370308244098,0.09333814221768333,0.2700390867537625,1.631506999011794,0.006667895316083087,0.014936178280332455,1.6691840298872016,0.33092485456978665,0.05933478632973742
-4.5362777333688316,-0.21803515276884936,0.23289779192791785,1.7750829910578685,0.0058772347729584675,0.030308446196940324,1.6762307346862135,0.3969787005461246,-0.17653705375153883
-5.0382121473665595,-0.013851831597279748,0.2608605089144032,1.7183859641301076,0.015660610141839684,0.046683834935161574,1.7701966985634163,0.3794750495472882,-0.010291134683937905
-5.503391009605745,0.208042335408396,0.20225554955092934,1.639259621961635,0.03951939893201686,0.12891733385264426,1.7080222952504953,0.3139143490715846,0.14370807850845307
-5.127300600527553,0.0682096556959306,0.2443509134640199,1.6751349122327912,0.03423256700334732,0.09979670943420861,1.7327960537188176,0.33744789063748404,0.046513100663150835
-4.449874697011793,-0.3371273851846957,0.169188190840719,1.8572702644149472,0.028766900223834664,0.0870002955499961,1.6973817611912305,0.3044258663456487,-0.2420895069255147
-5.522720598034728,0.30578118525773557,0.2563359081387174,1.8428123212700829,0.04399998352465776,0.04615764863248601,1.6778338365886478,0.41653445147885,0.2439673612526533
-5.0798876424776775,-0.0004577653236274154,0.266639669294106,1.8180224617745209,0.03320196889601548,0.09060618607753453,1.7172102922658516,0.37018186967639016,-0.0003281675474324753
-4.6575110324232885,-0.22724387642758237,0.23825307761491932,1.6893916960418962,0.02797044673265439,0.08182525100949946,1.677362464091695,0.38949504930424556,-0.17842251295815698
-4.577164970489314,-0.27788956089087385,0.1984427545798737,1.7992434157949737,0.023662054358124858,0.12731404770393803,1.7762144038440344,0.36352758365539306,-0.2211579690732775
-4.882943795344045,-0.10339203170490914,0.21280234726915687,1.7185391397753893,0.07259373854203748,0.2630571036952728,1.7070760731731294,0.3714831463936186,-0.08297320129161932
-5.02440760409705,-0.013895773298933156,0.2585779852758607,1.565676151501723,0.08404532865691844,0.21882545347385343,1.7350817095431266,0.34412756584531534,-0.009403449727415008
-5.13718879401471,-0.008917318721368493,0.31388191992381975,1.997425302346358,0.04551389478067467,0.06124282283093947,1.7533438096660041,0.354011745077917,-0.005634584754680988
-5.1618582976085925,0.06328447146978686,0.3651625990388233,1.8647663017906528,0.027326693290816266,0.12830283216433053,1.766248063398064,0.34261823325639446,0.035857920365912586
-4.391282662581591,-0.3123293743148816,0.27697245960645195,1.7814881083754057,0.09763086671086285,0.21395627224727048,1.775116182641745,0.3759586226721408,-0.21776350663367766
-4.856441995412909,-0.12316908447120495,0.20487201437515565,1.8328466423537184,0.10877947560815006,0.24036630654889196,1.7342890795465302,0.37905182277134103,-0.10260319079734584
-4.913245500707394,-0.09081910501411167,0.2746663441376866,1.9229963073097447,0.11058117667759301,0.3507816406239363,1.7365442938858764,0.40623323521489996,-0.07022253439805655
-5.308497102610331,0.1362232643628473,0.21993445894324423,2.2019963823653286,0.14746957751486053,0.1426048434069029,1.7469698397313616,0.3545336427172066,0.10244040913252336
-5.328347600683256,0.162201454641826,0.2646690948489987,1.7425561102298137,0.08030602321096836,0.08553652063991546,1.723532886989493,0.3278377626222865,0.10281452220992204
-4.66092228056931,-0.2288655342757087,0.20040607953766226,1.6278766844531996,0.13682553517093834,0.10987084416176349,1.7405189125949587,0.40317879285298797,-0.20187731779128873
-4.710817079091146,-0.19381740526984498,0.2667376690518162,1.5957846081684324,0.06760957625534642,0.12675923321183047,1.7851372244586279,0.35939207376191584,-0.13366097700522203
-4.966189623044276,-0.062370003268858304,0.2663764347600083,1.93431947584927,0.0659129231671285,0.07997947979403305,1.6958675350631738,0.3634036802120941,-0.04387314905661331
-4.8772959683020884,-0.10994894116898503,0.2640348916835143,1.6211774865403168,0.03485569909551074,0.09699646993165763,1.7278286970916539,0.3765472632803563,-0.08031095361781704
-4.756698454078382,-0.09707292421692093,0.21456545383956765,1.7806454542785748,0.09025584097147508,0.07805879466787345,1.681918977321603,0.39190878034891563,-0.08185465523250648
-4.539597433412892,-0.2997101202122372,0.2046417031750801,1.720114082945817,0.07186938888972734,0.1264120584918764,1.601007706310314,0.3113514123412038,-0.2020256490196165
-4.54203535341324,-0.2598048755727912,0.24898960897246017,1.9270457845773268,0.15612600057063533,0.05271782066480748,1.7133422276115653,0.32896294719906816,-0.1688204277671025
-4.7481317946007575,-0.19305771575447495,0.17363189159009465,1.8465064827395707,0.05817664550525218,0.01592011655029234,1.7626040543998054,0.3429402749087519,-0.15691952956009564
-4.975599792146093,-0.03841251120192764,0.22886434084538682,1.790578322847067,0.12642490839998005,0.07577994999057439,1.680839827858187,0.31348815411450914,-0.025163278829304244
-4.9546991856669695,-0.11235379349911781,0.2933326462006248,1.8773900060136484,0.03984613831240177,0.05743246505652832,1.6231227953062561,0.34548312197025277,-0.07148614046360732
-4.895203152142453,-0.04949728124445914,0.24489814103139612,1.7522909637033524,0.08965856126513463,0.08406561734920384,1.776876076177547,0.35895935844573557,-0.03588014164941865
-4.704553968707257,-0.2671575597568048,0.20730178537510896,1.779577001131771,0.09697046837843076,0.055724441903647406,1.7597531229529806,0.40131008354806924,-0.2292067676672897
-4.790370966202559,-0.1612668544322615,0.1588058705932813,1.6391451725079071,0.09895689859034859,0.08683123763114359,1.7267732118307761,0.365142067829868,-0.14617846052904196
